age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default_probability,predicted_default,true_default
24,40465,33,7292,2,3,2,North,0,0.13194506242520118,0,0
46,49599,23,19561,10,9,1,North,1,0.11086867685150446,0,0
58,51970,10,2258,10,3,2,North,0,0.053483245474406936,0,0
21,32898,2,8581,7,3,1,West,0,0.21625324562882742,0,0
36,37559,22,17091,14,4,2,North,1,0.2727060816088605,0,0
30,32200,34,14218,10,6,3,West,1,0.3982899793792789,0,0
26,40209,25,19761,13,9,2,North,1,0.33408678558502136,0,0
64,45503,15,12763,9,5,3,East,1,0.16891793445394598,0,0
31,38420,11,4581,1,3,0,East,1,0.10545660926262565,0,0
57,38144,2,4796,13,6,0,North,0,0.05781385941638218,0,0
39,42161,0,9493,9,5,0,North,1,0.08442206992684521,0,0
26,47022,19,6644,5,3,2,South,1,0.08536867211006219,0,1
38,33246,14,14381,7,6,0,West,1,0.3600742140904172,0,0
33,33129,5,4610,1,3,1,South,1,0.2235992497003945,0,0
46,34816,13,18392,3,7,1,West,0,0.2873066411050636,0,0
50,33377,13,16574,7,8,0,East,0,0.23460540574185124,0,0
26,56661,18,19923,14,9,2,West,0,0.14873679589486208,0,0
27,16621,30,2998,11,6,1,South,0,0.144328348100049,0,0
23,37406,6,5180,14,1,0,South,0,0.10126870578992703,0,0
52,26490,16,19645,5,2,1,West,1,0.3240913739568285,0,0
53,33707,31,4866,13,4,0,South,0,0.08442619798389209,0,0
58,40673,4,11491,6,7,2,North,1,0.36313277152307943,0,0
21,15933,18,8432,7,8,0,West,0,0.5384345621048178,1,0
36,30308,4,3456,2,3,0,East,0,0.19548917304312985,0,0
60,22387,26,6976,3,7,2,East,0,0.22555643755611268,0,0
33,23212,26,13406,2,6,1,East,0,0.3452539751486631,0,0
51,7945,19,2925,10,2,0,North,0,0.3159637298745005,0,1
55,26099,5,15647,6,5,0,East,1,0.24607860061909567,0,0
26,43460,1,18498,8,3,0,North,1,0.28747942003626137,0,0
26,44671,18,13626,9,6,1,South,1,0.2109209453090279,0,1
23,29981,32,5690,11,1,0,South,1,0.17939300551297835,0,0
60,44246,15,10509,9,2,1,North,0,0.06363886845158637,0,0
52,27991,31,8385,6,5,2,East,1,0.3040008045723599,0,0
22,26343,15,17041,14,1,2,South,1,0.41593862267026593,0,1
59,55068,24,5372,12,1,3,West,1,0.05377872223266356,0,0
26,41900,8,15427,6,8,0,East,0,0.11995464900419431,0,0
59,47284,12,7181,7,5,2,East,1,0.08185902372786064,0,0
57,29741,28,7516,1,7,1,West,1,0.21757736074553966,0,1
24,50106,28,9060,7,8,0,East,0,0.11802932894239429,0,1
44,43962,21,8330,8,7,1,West,1,0.07550740548809426,0,0
52,58580,23,11201,9,3,2,North,0,0.06897459629672133,0,0
21,49841,0,12044,1,4,0,East,1,0.0908005052565726,0,0
49,39352,20,14800,3,7,0,North,1,0.161047606599065,0,0
41,32110,3,9233,7,8,0,North,0,0.12625629965278778,0,0
48,31821,25,9116,14,6,1,North,1,0.20853949349973436,0,1
23,51091,1,5946,12,9,1,West,0,0.04457732674148422,0,0
41,25362,3,9402,2,5,0,East,0,0.18382101250289223,0,0
33,34521,19,15284,2,7,1,East,0,0.22515495695474125,0,0
22,48333,8,4161,6,7,1,South,0,0.11425155705763324,0,0
37,49708,3,4355,7,5,2,East,1,0.14433906399506938,0,0
38,16543,16,12882,3,3,1,West,0,0.2010681752755667,0,1
23,37351,15,17579,1,1,0,South,0,0.3925624872401443,0,0
45,40340,23,19171,4,3,1,East,0,0.2568016833789077,0,0
38,39705,6,1734,3,9,4,South,1,0.11891485676903078,0,0
52,54391,34,5317,1,8,3,South,0,0.19913716017833835,0,0
39,45254,22,1405,13,1,0,South,0,0.03338059870764113,0,0
63,49751,21,17480,10,8,2,West,1,0.1239839184555482,0,0
44,41057,15,15960,1,1,3,West,0,0.26266355404805547,0,0
42,41219,0,15740,11,2,0,North,0,0.14328322800797852,0,0
32,32904,24,7228,9,4,0,West,0,0.16208426403258894,0,0
60,54993,19,10675,10,2,0,East,1,0.033040312299085474,0,1
39,41527,2,6318,11,6,2,North,0,0.08959257123297172,0,1
48,27095,8,15692,7,2,1,East,0,0.4003322114380079,0,0
35,14080,28,15898,8,5,1,East,1,0.39211149769384573,0,0
21,32504,34,3306,4,4,2,South,0,0.14575378422118954,0,0
37,25059,30,17308,13,1,0,South,0,0.3368861729829116,0,0
29,38551,6,17830,8,2,0,West,1,0.3255683565544599,0,0
46,35568,18,4925,13,5,2,South,1,0.20638330222470463,0,0
26,45674,15,15224,7,3,1,South,0,0.18530001275642252,0,0
23,31534,30,1520,6,7,0,North,0,0.05662013125534504,0,0
24,20849,26,11462,4,6,2,West,0,0.38416886020732394,0,1
56,48049,26,18797,10,8,3,West,1,0.18869900720574356,0,1
42,20595,24,10007,10,2,1,East,1,0.4297916468730119,0,0
28,26792,7,2823,10,9,0,South,0,0.22548136095416207,0,0
26,42038,20,4679,4,3,1,South,1,0.12144246451028516,0,1
60,24023,1,15414,14,1,1,South,0,0.11286891231788422,0,0
26,33763,34,8751,14,6,0,West,1,0.12571338897108414,0,0
59,48009,7,12269,3,3,2,North,1,0.08523686035909263,0,1
56,34451,34,14941,6,4,1,South,0,0.14010332309142717,0,0
26,40373,23,10294,6,9,0,West,0,0.22409991302432017,0,1
31,25029,7,13425,13,6,0,East,0,0.38229785437305025,0,1
38,28516,12,13971,5,2,2,West,0,0.37030696827214793,0,0
48,43852,33,3839,12,6,1,South,0,0.05780977836053944,0,0
30,27354,11,14457,5,5,3,North,1,0.3541749205480945,0,0
54,54547,15,11145,12,1,2,East,1,0.13846306810711187,0,0
24,42503,3,4224,7,5,0,South,1,0.10286307625256666,0,1
31,68241,13,13122,1,3,0,West,0,0.0024621887763714065,0,0
53,35601,19,14244,12,4,1,West,0,0.1233027267071685,0,0
48,45099,8,3146,12,2,0,North,1,0.03081629786057875,0,0
43,37636,1,18127,3,4,0,East,1,0.22714939010416205,0,0
64,41055,19,4996,3,4,0,East,0,0.07102199244364045,0,0
64,31835,17,8566,9,5,0,North,1,0.09182134686482264,0,0
61,43286,3,15656,3,5,0,West,1,0.07446986234379789,0,0
26,39945,10,8159,7,8,2,West,0,0.17099837808263188,0,0
49,28670,17,18495,7,5,2,South,0,0.3750694461956186,0,0
49,38467,4,12034,6,1,1,West,0,0.13785077003613272,0,1
30,43613,31,5372,4,2,0,North,0,0.055687887569563436,0,0
37,35682,1,13484,5,6,1,South,1,0.3999896727575136,0,1
46,31633,21,19271,10,8,0,East,1,0.2993428885029396,0,1
43,55588,22,12151,4,4,0,South,1,0.10482796032950163,0,0
25,32555,23,7891,2,5,2,West,0,0.3624602666608873,0,0
55,15967,29,14870,7,2,3,North,1,0.5235126816746218,1,0
26,27508,17,2637,9,9,0,East,1,0.4330980220544781,0,0
36,22990,19,4995,14,8,2,North,0,0.27103495919998405,0,0
56,43625,23,18135,2,9,0,East,0,0.12618654306784996,0,0
42,33559,15,17659,6,7,1,West,0,0.2911472022511922,0,1
28,25721,11,3810,14,1,0,West,0,0.31091495584299916,0,0
42,51730,12,19049,10,3,2,East,0,0.12323423272153786,0,0
61,56248,21,9064,3,4,2,North,0,0.08672816709433165,0,0
22,50126,18,17031,12,5,2,East,0,0.14130638388458575,0,1
26,45757,22,16271,2,5,2,North,1,0.2151402038117566,0,0
44,27426,32,4261,8,8,1,South,1,0.20889824931804127,0,1
40,30560,1,19040,3,4,0,East,0,0.27095793423392056,0,0
35,41040,31,1941,10,9,1,South,1,0.0767501388055497,0,1
24,22352,25,11003,14,6,1,North,0,0.594842318070814,1,1
62,29436,3,17855,4,9,3,South,0,0.43553079577155673,0,1
43,26545,32,5596,7,5,1,South,1,0.21452779836663036,0,0
41,47891,26,11749,11,6,0,West,1,0.11789078463349374,0,1
30,23963,4,1479,2,2,2,South,0,0.2793525318606491,0,0
55,22573,32,5827,13,5,0,West,0,0.06382216775534337,0,0
31,34689,7,3502,2,9,1,East,1,0.24842410217426567,0,0
57,34599,18,11157,13,7,2,West,1,0.22899880096333977,0,0
40,43020,11,10537,13,2,5,West,1,0.16417362173369668,0,0
22,22688,8,5210,9,6,1,East,0,0.4521131573459156,0,0
60,27790,4,1412,13,3,1,North,0,0.09116361726157066,0,0
26,17949,0,9310,2,7,0,West,1,0.4775522567657714,0,1
39,39480,16,1094,8,3,1,North,1,0.07804445809951066,0,1
38,33694,3,13660,12,7,1,West,0,0.3177215566426621,0,0
26,42468,17,13991,10,9,1,North,1,0.2361167387292671,0,1
62,44816,34,19083,7,8,0,South,0,0.023299862286610712,0,0
24,37454,20,5481,4,5,1,East,0,0.22361189665715767,0,0
50,11889,22,10219,4,7,1,South,1,0.46786926751448754,0,0
53,34032,17,16366,7,7,1,East,1,0.22151783498649621,0,0
52,50692,23,17928,7,2,2,North,1,0.16233977435899088,0,0
24,49552,20,3845,12,8,2,East,0,0.07541056779034588,0,0
31,33711,13,5854,1,2,1,North,1,0.20706169908090483,0,0
40,14636,7,3040,13,3,1,South,0,0.351743796031408,0,1
64,31554,10,7933,5,5,1,West,0,0.060965899331863624,0,0
23,50830,1,3589,2,9,0,North,1,0.10576271274477468,0,1
34,22167,31,13299,6,7,2,South,0,0.3510243776037513,0,0
47,29503,4,4731,5,2,1,South,1,0.1885346956094511,0,0
52,31121,17,18628,9,4,0,South,1,0.2628014853465017,0,0
54,63034,8,3300,13,2,1,North,1,0.06425593870052217,0,0
46,33630,24,7589,6,5,1,West,0,0.14411223125179085,0,1
23,41898,29,5283,13,7,1,West,0,0.11519857043643436,0,1
23,19835,2,10764,10,2,1,South,1,0.6854065405750194,1,1
27,14105,28,17903,2,6,1,West,1,0.5362010494318796,1,0
56,12576,8,17965,13,6,1,South,1,0.39194843062013646,0,1
22,29668,24,6139,6,8,0,East,0,0.273098027509007,0,1
61,50691,30,5727,10,4,1,North,0,0.0238551195405559,0,0
52,43047,18,17455,10,5,0,North,0,0.11687920900733123,0,0
59,31380,17,2954,10,6,2,West,0,0.07346843422906287,0,0
44,33997,16,6257,6,3,3,West,0,0.15955090285658813,0,0
37,54745,18,13379,3,6,2,South,1,0.19091007497907797,0,0
29,39666,7,6111,11,8,0,North,0,0.06459039632189523,0,0
44,5000,21,10110,11,2,1,East,1,0.5700573867092397,1,0
43,42788,22,5426,5,4,1,East,0,0.08286935041821049,0,0
58,55830,9,13924,5,1,0,North,0,0.13351386238330426,0,0
27,44942,0,8429,12,6,2,East,0,0.10858527998826023,0,0
51,52792,19,6680,5,1,1,North,1,0.05001520650463871,0,1
34,27431,22,7674,3,5,2,North,1,0.3526353840540498,0,0
36,49136,10,11098,9,6,1,West,1,0.1676010024555895,0,1
37,26079,6,16125,4,3,0,North,0,0.1962086618131758,0,0
32,34391,28,3572,3,3,0,South,0,0.11456998267561219,0,0
56,30319,24,18851,2,6,3,North,1,0.4588822294001791,0,0
22,43401,5,11467,4,1,1,East,0,0.3432632026438523,0,0
59,28003,26,11609,13,3,1,South,1,0.21055887058563244,0,0
24,25277,9,19044,10,4,0,South,0,0.7658976235363482,1,1
47,56616,29,13587,6,7,1,West,1,0.10997606244810065,0,0
47,24419,30,10040,11,9,2,South,1,0.4924092820047968,0,0
62,46127,21,18361,5,9,1,North,1,0.07653516800622011,0,0
40,58452,4,1502,3,8,5,South,0,0.2928426244452363,0,0
37,43933,9,16631,8,7,2,West,0,0.17976754760746774,0,0
31,54751,1,6427,10,8,1,West,0,0.033725583467064855,0,0
56,47134,15,11855,12,5,2,East,0,0.15406290571641099,0,0
48,50717,14,4374,1,5,2,South,1,0.053580629018727476,0,0
35,35823,25,13300,6,9,3,West,0,0.21591687113611246,0,0
49,40437,29,3397,1,2,2,South,1,0.19047295036935227,0,1
64,26080,5,19104,5,7,1,West,1,0.19509287948415988,0,0
38,38039,13,18579,6,1,1,North,0,0.2994717625795576,0,1
49,36361,31,5020,14,6,0,South,0,0.06769739346843488,0,0
48,41622,28,12592,8,8,1,South,0,0.17705056742688075,0,0
50,30321,21,8425,5,6,2,South,1,0.2120634562125371,0,0
63,60440,15,4936,6,3,2,South,1,0.08391327212454992,0,0
56,34740,8,12892,11,1,1,North,0,0.18612201254724275,0,1
24,40655,17,3217,5,1,2,East,1,0.19671201742821795,0,0
32,37579,4,6238,3,7,1,South,1,0.14702935267243222,0,0
50,53633,11,9301,5,1,1,South,1,0.06799791993074698,0,1
28,26863,14,14778,2,7,0,North,0,0.31650022678307926,0,0
58,33488,19,10568,9,9,1,South,0,0.13881894838350875,0,1
64,31937,32,6349,3,5,0,West,1,0.0746887842728133,0,0
60,50307,23,3304,9,6,1,East,0,0.024386749533994605,0,0
39,42777,34,15354,9,2,2,North,0,0.11197382177233324,0,0
28,58295,13,5273,6,2,1,South,0,0.11732518238115613,0,0
43,50820,0,2759,11,5,0,North,1,0.09562086857808509,0,0
56,51364,21,18152,1,4,2,North,1,0.12672593004264873,0,0
30,63445,26,17999,8,6,3,South,1,0.17531060468378626,0,1
53,68065,14,9905,4,6,1,East,1,0.013269079696284665,0,0
28,47323,2,16201,10,6,0,East,0,0.0943264057100044,0,0
45,30213,9,5517,3,5,0,South,1,0.16494822202802106,0,0
53,30009,6,12849,1,9,2,South,0,0.2083893797775546,0,0
21,43770,0,8647,5,1,2,West,1,0.24200885509839584,0,0
51,55983,28,19287,7,3,2,East,0,0.0975674861725903,0,0
47,17727,7,9808,9,1,1,South,0,0.3273341394629254,0,0
36,37113,21,14640,7,2,4,East,0,0.2187752451700632,0,0
25,62824,34,9670,6,8,0,East,0,0.07185424924441165,0,0
41,30975,6,15403,9,3,2,South,1,0.3811743278982186,0,0
23,48119,4,6651,7,9,0,West,0,0.047484796993740044,0,1
56,9692,15,12020,5,2,1,South,0,0.5488235470514938,1,0
21,40806,18,17456,11,2,3,South,0,0.23070697705741594,0,0
45,27856,22,2012,1,5,2,North,0,0.16996071002403518,0,0
58,38991,0,1071,13,7,0,South,0,0.06890367474027415,0,0
37,13182,8,17875,7,5,0,West,0,0.44483720160647455,0,0
22,62246,3,8420,5,3,0,North,1,0.11537604133109446,0,0
24,36715,33,10693,9,9,1,North,1,0.17577963720145875,0,0
23,27449,21,16535,13,8,2,South,0,0.5217612630436999,1,0
48,27018,19,19796,12,2,0,East,0,0.19147178509122664,0,0
36,36540,21,9321,1,6,1,South,1,0.24821342025124402,0,0
59,40904,32,16648,7,3,1,West,1,0.1482150488792795,0,0
24,56685,16,6891,13,3,2,East,1,0.2038468297809313,0,0
64,48080,16,13748,3,5,0,South,0,0.048534050303616696,0,0
62,40320,20,7283,11,9,0,East,0,0.10156883533483463,0,0
58,46087,20,3751,1,7,2,North,0,0.07302946796658435,0,0
48,36562,14,1918,7,7,1,South,1,0.1520828892397707,0,1
63,46714,28,4319,2,9,1,South,0,0.08480681523964846,0,0
46,33810,9,14059,1,2,4,South,1,0.29818911924320296,0,1
32,45996,24,6984,1,8,0,South,0,0.05575669111841623,0,0
21,36809,12,19256,1,2,1,North,1,0.3542831841215575,0,0
28,51746,5,17000,13,3,1,South,1,0.1742041710281894,0,0
42,57305,12,12349,13,4,1,South,1,0.09643806232343739,0,0
27,43959,18,12162,12,3,2,North,1,0.2146147177598961,0,0
61,43558,24,19941,12,1,2,West,1,0.16354243392651144,0,0
60,48003,5,13398,1,7,1,West,1,0.0982316767997415,0,0
46,47316,26,8987,11,1,0,West,0,0.08505505535764935,0,0
32,50909,7,3901,4,2,1,North,1,0.07318156698247598,0,1
43,16713,0,13394,5,7,0,North,0,0.37101626723495834,0,1
31,32673,17,1787,1,2,2,South,1,0.11402406147451424,0,1
47,59756,31,16421,8,3,0,West,0,0.018165005739184666,0,0
42,49924,24,14241,2,4,2,South,0,0.14351100189189053,0,1
25,68560,29,19941,1,7,0,East,0,0.028147593483494368,0,0
57,29366,7,8738,5,7,2,West,1,0.19666776962248278,0,1
63,31424,2,12654,2,3,1,South,0,0.12539411975432635,0,0
62,45758,17,2488,7,6,2,West,1,0.04735299184268933,0,0
49,41911,1,9122,13,8,2,South,0,0.14335177875987076,0,0
30,35523,33,1623,11,7,2,East,0,0.08015276714587852,0,0
56,41996,17,4931,5,8,0,East,0,0.04105587832163634,0,0
29,42236,20,13455,13,3,0,East,1,0.1819626154379347,0,0
61,23052,13,13208,3,5,0,South,0,0.15860574041651,0,0
51,47249,3,16675,6,9,0,South,0,0.06661393511263394,0,0
35,36789,2,17413,7,9,1,West,1,0.3132889135131494,0,0
59,34895,32,1113,5,3,2,East,0,0.09103693744280567,0,0
30,24869,26,8393,10,5,0,North,0,0.34894690239169207,0,0
63,50092,8,7582,6,8,2,East,0,0.1493931358579803,0,0
59,26856,25,4993,3,9,0,East,0,0.1808772419999883,0,0
48,33120,0,17507,1,4,1,South,1,0.4452371130253055,0,1
59,22184,10,9421,7,6,2,East,1,0.34208099130592967,0,1
54,30266,3,13897,1,2,1,East,0,0.1462924490859066,0,0
28,59098,15,5112,2,8,3,South,1,0.12207850551213364,0,1
27,48379,15,5589,7,7,5,North,0,0.1936716840478702,0,0
26,59700,4,9552,4,8,0,South,0,0.1280713932534676,0,0
37,10071,13,3701,7,3,0,East,0,0.701029313146158,1,0
43,48264,26,16383,14,7,2,West,0,0.20683730284691346,0,0
49,27030,30,1123,5,2,0,West,0,0.10649848498748031,0,0
44,51552,29,2844,4,5,0,South,0,0.03441547366521359,0,0
38,8325,10,18793,3,7,2,East,1,0.770151126711286,1,1
33,63452,15,5857,14,4,1,North,0,0.057488025920209504,0,0
52,30720,7,12560,8,4,4,South,1,0.3424166574582624,0,1
52,55169,34,8599,11,9,2,East,1,0.13679457174475795,0,0
40,42187,25,17746,8,6,2,West,1,0.220039853283407,0,0
50,52451,10,5493,3,9,1,East,1,0.06410991588668914,0,0
56,31271,25,1579,5,6,0,East,1,0.11095600634129323,0,0
47,36234,25,2721,12,3,1,South,1,0.08257457961431974,0,0
51,37244,3,17153,12,2,1,South,1,0.23514644068111554,0,1
51,55302,1,17545,13,7,1,East,1,0.16145939260917702,0,0
38,26601,11,7760,13,2,3,North,1,0.21443970639162718,0,1
53,28437,18,11269,9,9,0,West,0,0.2525474199852804,0,0
64,45051,14,12703,6,8,0,East,0,0.10198206455396783,0,0
48,26807,25,12060,5,8,4,North,0,0.3989726793206535,0,1
34,50354,16,1937,1,1,2,East,0,0.08878725397431456,0,0
22,43449,5,7230,5,1,1,North,1,0.08568642396106771,0,0
64,60692,32,2412,3,1,2,South,0,0.07613236334836046,0,0
42,26779,30,19378,7,4,1,East,0,0.36565096577119993,0,0
52,29131,15,4816,11,6,1,North,0,0.11487936010926789,0,0
59,62502,34,6508,6,3,0,South,1,0.021964361130413668,0,0
50,44895,5,18924,11,5,1,East,1,0.20512909828233908,0,0
51,27218,15,10876,5,2,0,South,1,0.13384786837765894,0,0
27,36666,24,6594,3,1,1,West,0,0.2233288856018976,0,1
46,56240,8,18006,4,5,0,North,1,0.0821903399953003,0,0
48,18921,32,18018,4,1,0,West,1,0.06080852864537732,0,1
31,33727,23,1944,2,2,2,North,0,0.22847574402791274,0,0
26,24694,25,3989,6,6,1,West,0,0.3168597212535805,0,0
35,33333,22,18886,5,6,2,South,1,0.41887817339270306,0,0
23,49853,25,14101,1,6,1,North,1,0.32259051942044636,0,0
64,35211,18,1552,12,7,1,West,0,0.13005868862443193,0,0
41,31686,20,19075,9,3,1,North,0,0.22659569116496087,0,0
59,13447,14,5971,11,6,0,South,0,0.17107586654513113,0,0
53,34666,18,18660,7,2,2,South,0,0.3361859308237782,0,0
56,24348,6,13838,6,1,0,North,1,0.20855271541084747,0,0
28,44736,2,13271,3,6,3,North,0,0.1854404990688853,0,0
57,52005,5,6588,9,2,0,South,1,0.050508086685471916,0,0
59,71748,14,12344,5,1,0,North,1,0.008310562308415035,0,0
21,29732,30,18094,10,7,2,South,1,0.3604700705097461,0,0
48,40605,20,18663,10,6,2,East,0,0.2278761833135382,0,0
31,21499,23,4500,7,6,2,West,0,0.2050949832168844,0,0
28,45021,20,16257,4,6,1,East,0,0.22470491065404138,0,0
64,53172,18,8305,4,8,2,West,0,0.05730833465332735,0,0
61,36386,23,14354,3,1,2,South,0,0.09854412512575311,0,0
49,40901,28,11916,14,1,0,East,1,0.10283929804576991,0,0
30,53942,8,15391,3,3,1,East,1,0.1368837317905941,0,0
35,45666,20,13161,2,2,2,North,1,0.1897751176334668,0,0
55,35360,0,9200,12,9,2,East,0,0.1680574342286182,0,1
26,32506,14,8879,14,6,0,North,0,0.15263932743413874,0,0
47,57428,32,16986,13,7,0,East,0,0.05018372859594101,0,0
31,33864,6,10726,1,4,2,East,1,0.31252884736614334,0,0
60,7430,26,19869,10,6,1,East,0,0.1468698151934948,0,1
51,32086,4,18442,5,1,0,North,1,0.17970583970026655,0,1
52,40183,31,16355,5,5,0,South,1,0.08597783416587691,0,0
27,74531,11,4193,13,5,0,East,1,0.03054135706053091,0,0
55,28057,20,5430,5,2,0,East,0,0.18693449533158862,0,1
45,39985,16,19069,3,7,3,South,0,0.4465359151649532,0,0
37,46458,12,5286,2,4,1,South,0,0.14139027099616772,0,0
50,31664,20,19274,9,8,1,South,0,0.19674684184575708,0,1
27,23096,28,17578,7,9,3,East,1,0.5354930750669479,1,1
22,51259,22,7720,12,8,1,West,1,0.2743367620199528,0,0
55,40544,32,12531,7,4,1,North,0,0.12009311855201792,0,0
63,35845,27,13093,9,1,0,South,1,0.1576682249422308,0,1
47,29932,4,6116,5,8,2,East,0,0.16611346405098296,0,0
26,42160,15,4245,10,6,1,East,0,0.10248611067444299,0,0
48,42813,28,15421,11,9,2,West,1,0.39785533921847505,0,0
28,59914,13,13926,11,2,0,North,0,0.02938229191281486,0,0
36,45501,31,3847,13,5,0,South,1,0.03641621516885228,0,0
30,38520,0,9312,7,7,1,North,0,0.2435809701900378,0,0
29,44627,3,4718,1,7,1,West,1,0.11236190066503943,0,0
53,33456,22,7755,3,3,3,West,0,0.2058909220598623,0,0
63,31890,23,7287,14,6,4,East,1,0.1766896263626986,0,0
59,35974,4,4747,1,5,1,West,1,0.0967109547681153,0,0
36,33422,9,14128,3,6,1,South,0,0.25934006658807446,0,0
58,35367,5,6388,10,7,2,East,0,0.07104803859801688,0,0
63,41565,3,2807,10,9,1,North,0,0.02793006144506754,0,0
21,30825,32,3184,7,8,3,South,0,0.11823149345164435,0,0
55,45148,14,14777,12,1,3,West,1,0.17783494001568723,0,0
38,43876,14,8046,8,1,3,West,1,0.120288576607175,0,0
53,32773,28,11263,5,3,1,North,0,0.1694705411827358,0,0
29,43208,3,12470,12,1,0,West,1,0.2980489989447958,0,1
50,52011,12,15741,4,6,1,West,0,0.08721309411380604,0,0
29,50983,7,6797,5,7,0,North,0,0.06050372960037221,0,0
22,42269,26,11683,12,7,3,East,1,0.3507169181707765,0,0
54,34617,0,19891,14,3,2,East,1,0.6436246432277707,1,0
27,24509,10,10656,2,7,1,North,0,0.34643789614925896,0,0
49,44187,32,3245,13,5,1,East,1,0.03723528590129179,0,0
45,11653,6,7028,11,7,1,East,0,0.21973554402555132,0,1
32,48042,1,3543,6,4,2,South,1,0.10180608067037958,0,0
62,15429,23,8996,7,4,5,West,0,0.2991357289779389,0,1
41,19176,11,10555,9,2,0,North,1,0.24949044823539065,0,1
38,40407,14,11724,2,5,3,South,0,0.2673998383650191,0,1
47,52163,15,15004,11,2,2,East,1,0.12045003242471813,0,0
57,48425,12,18039,12,1,3,North,1,0.20195226459084506,0,0
50,29584,14,12163,13,2,2,West,0,0.21529543929317882,0,0
40,40872,23,4021,12,4,2,East,1,0.10973760862721828,0,0
28,65279,21,11972,3,1,1,East,0,0.09160709285749372,0,0
45,35005,18,7045,6,5,1,South,1,0.16723314334080247,0,1
36,55905,34,7567,3,5,1,West,1,0.1071347530461969,0,0
62,63028,28,19019,10,5,0,North,0,0.037817672094852074,0,0
50,34660,7,4489,3,4,2,East,0,0.13297448304472673,0,0
54,53180,12,15141,8,2,1,North,1,0.08619046637943134,0,0
28,37957,29,11259,6,9,2,East,1,0.3294128954068281,0,0
41,39929,18,1089,6,4,1,East,0,0.06456837448384914,0,0
37,46096,14,13395,10,2,2,North,0,0.16083541578690638,0,1
34,34847,13,13187,4,3,0,North,0,0.14747686865189166,0,0
34,23576,22,13758,10,8,1,South,1,0.39399373386616543,0,0
64,39337,28,14776,14,9,0,South,0,0.22758750728497876,0,0
39,44188,11,7817,3,8,2,East,0,0.10509957415027928,0,0
47,23974,4,2108,2,3,1,South,0,0.15920635491894666,0,0
60,56535,8,4724,9,2,0,East,1,0.020296312657675605,0,0
37,48360,1,3475,5,9,0,North,0,0.048566789700001355,0,0
44,60873,31,17856,2,9,1,North,0,0.03908103576731529,0,0
56,41738,7,6999,4,1,0,South,0,0.05712280125145567,0,0
42,38081,22,2271,5,6,0,East,1,0.13268262102584463,0,1
32,32137,18,19435,7,1,2,West,1,0.3332545365065919,0,0
21,43779,29,14407,9,7,1,South,0,0.2366140989163751,0,0
44,47157,26,11401,9,3,0,North,0,0.0583897793966428,0,0
56,48750,7,3906,1,7,1,South,0,0.026511265235205392,0,0
42,46702,6,15287,7,9,2,South,1,0.17510632313512517,0,1
35,18781,3,10848,11,4,1,East,1,0.6596762836044436,1,0
28,40697,7,16203,4,3,0,West,0,0.13028945501237663,0,0
51,40918,15,3961,11,6,2,North,0,0.09680068756133206,0,0
42,35896,4,15341,2,2,1,North,1,0.3765933065983082,0,0
42,60851,4,1656,8,9,2,East,0,0.06338914706784393,0,0
46,49234,18,16201,13,1,1,South,0,0.14937587034612626,0,0
59,29265,14,15012,11,3,1,North,1,0.20090104345841767,0,0
41,28356,26,11367,1,3,1,West,1,0.2520079679783909,0,0
37,23153,8,17734,6,1,0,South,0,0.2955905325728909,0,0
23,60194,18,14208,5,7,0,North,0,0.07063121776862971,0,0
32,32694,1,11151,14,5,1,West,0,0.3336485022228264,0,0
21,35971,21,5459,3,4,3,North,1,0.31683921666064363,0,1
53,48123,30,16708,11,3,0,North,0,0.04397458337380842,0,0
36,41778,15,19455,3,6,0,North,1,0.2345623419570271,0,0
40,47254,3,19660,11,9,0,West,0,0.0783552553078538,0,0
57,45139,14,19376,12,9,0,North,1,0.32813731829306786,0,0
41,34614,33,19405,11,2,0,South,0,0.23559144746479269,0,0
57,33301,26,18889,1,6,0,South,1,0.35418752395972936,0,0
54,43871,28,9809,7,7,1,East,0,0.11466330555690753,0,1
64,36181,5,5457,14,7,2,North,1,0.10058648944769187,0,0
35,34814,19,14025,13,8,1,South,0,0.24920209375794689,0,0
64,39881,20,9516,13,8,1,West,1,0.08176460239100444,0,0
34,28153,17,2716,8,8,2,East,1,0.3132198189355672,0,0
42,57077,24,14029,11,7,0,West,1,0.04826215586214212,0,0
56,19093,22,5893,8,5,0,East,0,0.07877573822425696,0,0
43,53118,2,14566,3,9,3,South,0,0.14659925061833692,0,0
47,25010,0,5769,5,3,2,South,0,0.13621527042951553,0,0
54,35527,7,11433,7,8,2,West,1,0.30049306031493184,0,0
28,30716,12,9778,13,9,1,East,0,0.2618831467710523,0,0
50,45162,14,12997,12,6,3,South,0,0.2221768146911099,0,0
38,32359,18,7270,9,6,0,North,0,0.12109592492502143,0,0
35,30774,12,15608,13,4,1,West,1,0.24290518123610005,0,1
36,34644,21,15923,10,8,1,East,1,0.28551797477536695,0,0
39,27079,33,15176,2,5,2,East,0,0.2709735005378886,0,1
60,42570,4,2258,10,6,1,South,0,0.052653271051674465,0,0
25,44700,6,1918,6,3,2,West,0,0.06668164050402882,0,0
60,30891,8,2713,7,2,1,North,0,0.04938387265479599,0,1
26,41439,18,8477,6,7,0,West,1,0.12232145296015436,0,0
39,26873,31,16020,3,2,1,East,1,0.2686796501436211,0,1
